source,target
61908,82061
108356,82061
79288,82061
52047,82061
115617,82061
14099,82061
88722,82061
15841,82061
82061,73300
82061,85769
82061,32215
82061,70459
82061,97299
82061,80776
82061,111705
82061,69437
82061,127235
82061,70649
82061,52820
82061,4673
82061,93483
82061,108465
82061,110105
82061,105433
82061,44050
82061,123654
82061,21648
82061,65227
104370,58596
104370,90650
104370,83758
104370,117914
104370,37689
104370,23386
104370,100446
104370,32298
104370,95627
104370,109773
12944,45177
34442,32787
25264,32787
110019,32787
88874,32787
32787,115464
32787,90512
32787,1351
32787,25108
32787,99179
32787,36864
32787,108251
32787,31660
32787,10170
32787,102218
32787,94768
32787,96347
32787,1002
32787,114614
32787,6531
71090,34758
66358,34758
111064,34758
40491,34758
47250,34758
34758,17053
34758,76262
48850,58618
48850,49015
61244,7820
7820,50520
7820,76428
7820,19611
7820,10538
7820,71767
7820,112342
7820,11029
7820,126712
7820,63539
7820,81606
7820,79799
7820,86902
7820,77842
7820,66731
7820,5917
7820,90843
7820,93692
7820,109950
7820,75789
7820,72222
28208,64912
64912,113460
64912,35784
64912,62268
64912,56341
64912,29507
64912,78834
64912,124325
64912,11488
64912,76609
64912,21265
64912,108303
64912,15767
64912,543
64912,12722
64912,14976
64912,115606
64912,75030
32856,30160
119452,30160
81715,30160
100636,30160
22442,30160
126590,30160
40652,30160
94745,30160
30160,85462
30160,91625
30160,10423
30160,46357
30160,3713
30160,114120
30160,123920
30160,80977
30160,46733
30160,117158
30160,45010
30160,76392
95296,51955
80463,51955
38507,51955
88143,51955
59169,51955
84378,51955
48895,51955
118450,51955
104611,51955
117766,51955
49207,51955
110008,51955
111941,51955
94459,51955
83371,51955
575,51955
79708,51955
70156,51955
62305,51955
100936,51955
106063,51955
89441,51955
10126,51955
3081,51955
100692,51955
47458,51955
70573,51955
96260,51955
75604,51955
99588,51955
104169,51955
10156,51955
110906,51955
17195,51955
107212,51955
58852,51955
51955,7429
51955,27461
41373,37255
95105,37255
106826,37255
55013,37255
4997,37255
1182,37255
51265,37255
114614,37255
7302,37255
107059,37255
8318,37255
44203,37255
53773,37255
58260,37255
35828,37255
30034,37255
43377,37255
59837,37255
96653,37255
88874,37255
48350,37255
10543,37255
25825,37255
37255,50678
37255,1486
37255,32788
37255,29327
37255,1419
37255,36864
37255,77366
37255,45861
37255,31660
37255,35364
37255,73475
37255,21320
37255,119850
37255,113744
37255,106148
37255,80
37255,32366
58481,79493
58481,93332
58481,40117
58481,118956
58481,79067
58481,95382
58481,255
58481,84400
58481,32876
96746,106763
46003,106763
113779,106763
53071,106763
28771,106763
58070,106763
12484,106763
38850,106763
42599,106763
85501,106763
106763,47627
106763,53939
106763,76184
106763,49200
106763,93361
106763,83587
106763,64493
106763,35597
106763,9500
106763,113902
106763,55019
106763,93483
106763,28678
106763,50096
106763,29692
106763,82111
106763,21648
106763,106898
106763,75566
100462,20576
119010,20576
112427,20576
90888,20576
64535,20576
9637,20576
46467,20576
81105,20576
33193,20576
16247,20576
19320,20576
20576,32788
20576,3325
20576,68343
20576,92042
20576,40728
20576,37427
20576,71391
20576,95923
20576,47324
20576,15847
20576,72373
20576,6991
20576,92854
20576,76184
20576,77244
20576,100248
20576,73069
20576,54601
20576,27343
20576,35086
20576,98486
20576,59554
20576,68558
51671,73761
27227,73761
74851,73761
8313,73761
13638,73761
45137,73761
17461,73761
73869,73761
114354,73761
97210,73761
73761,108712
73761,91092
73761,31006
73761,106069
73761,40726
73761,121454
73761,33191
73761,68031
73761,66973
73761,2011
73761,118432
73761,47704
73761,87446
73761,24102
73761,114889
73761,63588
73761,29944
73761,116926
73761,110971
73761,68977
73761,33372
73761,44229
73761,65204
73761,102645
73761,94319
92843,88630
43864,88630
88630,1043
88630,88541
88630,53118
88630,73349
88630,112183
88630,88617
88630,25897
88630,25718
88630,36455
88630,74399
88630,100251
88630,9363
88630,105303
88630,60004
88630,37878
88630,48973
88630,70562
88630,90388
88630,83348
88630,2357
88630,117521
126890,80672
80672,59538
80672,123622
80672,94263
80672,25517
80672,79294
80672,2663
80672,65307
80672,64355
80672,103511
80672,39699
80672,22511
80672,28353
80672,84151
80672,120805
80672,70814
80672,60065
80672,63560
80672,9496
80672,104966
80672,112596
80672,93984
80672,92709
80672,65829
80672,85261
80672,60648
80672,37576
80672,50966
80672,3201
80672,117966
80672,49989
80672,112870
80672,24354
24007,113605
57899,113605
35354,113605
39801,113605
113605,16723
113605,37228
113605,12396
113605,67487
113605,85462
113605,104398
113605,38648
113605,19298
113605,66171
113605,75875
113605,101889
113605,20439
113605,85362
113605,10010
113605,47608
113605,30858
113605,101513
77265,7901
69523,7901
27962,7901
107167,7901
88464,7901
73558,7901
47925,7901
51579,7901
81750,7901
20121,7901
87821,7901
7901,31168
7901,4776
7901,280
7901,66409
7901,56782
69962,59941
59941,25523
59941,110495
59941,92056
59941,71846
59941,48153
59941,80209
59941,17746
59941,43211
59941,92130
59941,16987
59941,41879
59941,39647
59941,66638
59941,29189
59941,82566
59941,35631
59941,83664
59941,21633
59941,48373
59941,108138
43783,97505
25924,97505
74971,97505
27084,97505
69157,97505
64617,97505
79154,97505
68776,97505
119764,97505
35879,97505
26954,97505
31653,97505
42975,97505
78514,97505
73228,97505
20517,97505
126516,97505
76987,97505
117911,97505
110470,97505
83412,97505
96081,97505
91365,97505
40715,97505
65586,50466
104263,50466
80936,50466
29382,50466
8926,50466
108774,50466
35395,50466
125831,50466
35926,50466
40364,50466
96503,50466
50466,120649
4566,98875
80225,98875
125302,98875
102812,98875
116089,98875
54001,98875
101989,98875
3908,98875
98875,26585
98875,101917
98875,41452
98875,78393
98875,6575
64991,19880
101580,19880
95074,19880
34551,19880
101080,19880
85027,19880
50521,19880
31142,19880
51214,19880
19880,118529
19880,121464
19880,85331
19880,111705
19880,91716
19880,11663
19880,33325
19880,80268
19880,23994
19880,28949
19880,36194
19880,20098
19880,88425
19880,31156
19880,31578
19880,37721
19880,50539
19880,415
19880,72454
19880,97494
19880,71717
19880,20540
19880,122313
19880,59402
19880,26509
19880,123547
45543,79129
18500,79129
49706,79129
12396,79129
28756,79129
90311,79129
1528,79129
46810,79129
58304,79129
2967,79129
2207,79129
43373,79129
115973,79129
123938,79129
88014,79129
123760,79129
28459,79129
89198,79129
109656,79129
3911,79129
113002,79129
79129,96921
79129,24763
79129,42145
79129,21657
79129,103967
79129,53440
79129,109539
79129,34961
79129,88697
79129,22340
79129,66398
79129,46658
79129,25897
79129,113426
79129,6672
79129,51031
79129,76789
79129,58437
79129,4496
79129,11742
79129,107775
79129,38879
79129,113672
79129,67024
79129,94021
79129,106023
79129,32247
79129,29075
79129,55216
79129,37469
79129,52602
79129,15822
79129,127284
60520,32829
41523,32829
127220,32829
32829,119611
32829,47408
32829,106239
70475,92521
103899,92521
49359,92521
31588,92521
6922,92521
113484,92521
86314,92521
54332,92521
24760,92521
14607,92521
483,92521
77513,92521
71287,92521
6699,92521
82819,92521
11995,92521
56644,92521
10695,92521
54095,92521
61725,92521
91515,92521
42634,92521
42614,92521
22443,92521
20580,92521
122069,92521
66500,92521
103195,92521
53767,92521
119814,92521
107262,92521
119967,92521
30480,92521
126647,92521
39341,92521
44421,92521
65791,92521
29096,92521
65652,92521
31546,92521
92521,41134
92521,54390
92521,47748
92521,62349
92521,17010
92521,88032
92521,6817
92521,49984
92521,115047
92521,106481
92521,89982
92521,23815
92521,67859
92521,83048
92521,14887
92521,49348
92521,95252
92521,53787
92521,74185
92521,115646
92521,75347
92521,103881
107248,46651
47854,46651
46651,72536
46651,5024
46651,24351
105701,69264
105701,77040
105701,101674
105701,13249
105701,37333
105701,85736
105701,79905
105701,8646
105701,2963
105701,111998
105701,3895
105701,98216
105701,87267
105701,38481
105701,109142
105701,60764
105701,84718
105701,48503
105701,115047
105701,125364
105701,103915
105701,14887
105701,115231
105701,94106
105701,73235
105701,59494
105701,98604
105701,12805
105701,30557
105701,32048
105701,4589
105701,126226
105701,82136
105701,85114
123115,13644
121162,13644
2785,13644
38376,13644
5837,13644
85326,13644
61123,13644
13585,13644
97855,13644
77218,13644
74822,13644
35962,13644
90227,13644
87525,13644
52846,13644
97324,13644
89898,13644
52093,13644
13644,103399
13644,26931
13644,98918
13644,113448
13644,80738
13644,65277
13644,47453
13644,34348
13644,68329
13644,109142
13644,125498
13644,62474
13644,97159
13644,23148
13644,55168
13644,116615
13644,85028
13644,67769
13644,48233
13644,102817
13644,36904
13644,55681
13644,91182
13644,43052
13644,61066
13644,40320
13644,4608
13644,8963
13644,122187
13644,50645
13644,6758
12790,86105
113374,86105
80042,86105
86105,102553
86105,65984
86105,116963
86105,25990
86105,61986
86105,80612
86105,19932
86105,49696
86105,106773
86105,85994
86105,7848
86105,28921
86105,17387
86105,69711
86105,112794
86105,62239
86105,49379
86105,40414
86105,36612
86105,37580
86105,15726
86105,71031
86105,5654
86105,25112
86105,30810
86105,44916
86105,81695
86105,42805
86105,22132
54196,102271
79881,102271
10781,102271
102271,100545
102271,70069
102271,40097
102271,58537
102271,6099
102271,123941
102271,19707
102271,29839
102271,99951
102271,126467
115225,100318
14998,100318
100318,90058
100318,61990
100318,56658
100318,43738
100318,111016
100318,83774
29013,117981
20980,117981
26867,117981
13299,117981
117562,117981
124909,117981
76933,117981
27242,117981
1433,117981
74728,117981
116408,117981
33139,117981
13727,117981
47167,117981
110506,117981
66429,117981
41707,117981
117981,71470
117981,62930
117981,94965
117981,59711
75701,88782
112205,88782
103178,88782
58480,88782
10179,88782
88782,54382
88782,84166
88782,9279
88782,114943
88782,123534
88782,26105
88782,25807
88782,32790
88782,91419
88782,87540
88782,92660
88782,33729
88782,49405
88782,59213
88782,124418
88782,7971
88782,104595
88782,114188
88782,27221
88782,88982
88782,48847
88782,44094
88782,49130
88782,80685
88782,99961
88782,85829
88782,22974
88782,39770
88782,81373
88782,29908
88782,73439
88782,80439
88782,38112
88782,98964
88782,60455
44900,17489
17489,3072
17489,101608
17489,50354
17489,73192
17489,120128
17489,90954
17489,41500
17489,122019
17489,126828
17489,37744
17489,17237
17489,31813
17489,117089
17489,5201
50357,57357
80642,57357
17005,57357
87427,57357
5047,57357
38172,57357
71504,57357
112832,57357
8060,57357
11567,57357
116309,57357
87147,57357
102579,57357
46327,57357
110277,57357
100554,57357
74379,57357
59288,57357
35106,57357
96569,57357
33519,57357
77412,57357
26969,57357
12606,57357
46003,57357
80038,57357
64634,57357
89975,57357
48627,57357
111253,57357
20506,57357
45918,57357
59940,57357
71129,57357
60884,57357
119698,57357
115070,57357
100610,57357
1025,57357
126243,13696
20529,13696
11539,13696
26060,13696
121178,13696
48959,13696
59445,13696
13696,78587
13696,52367
13696,85452
13696,81041
80855,64357
77235,64357
52647,64357
64357,59271
64357,74591
64357,33226
64357,87271
64357,31935
64357,113806
64357,2285
64357,23043
64357,76649
64357,40617
64357,19250
64357,71894
64357,68868
64357,4864
64357,3976
64357,1109
64357,1755
64357,118609
64357,28978
64357,110660
64357,34480
77209,87562
66965,87562
15681,87562
55934,87562
19071,87562
56467,87562
67820,87562
26959,87562
55657,87562
82313,87562
96315,87562
104405,87562
26712,87562
111280,87562
22388,87562
48930,87562
95011,87562
49411,87562
52815,87562
40159,87562
81243,87562
106994,87562
3654,87562
93074,87562
34519,87562
43396,87562
23740,87562
48496,87562
18646,87562
95135,87562
12367,87562
4259,87562
61183,87562
113394,87562
37828,87562
121694,87562
54290,87562
37249,87562
87562,82833
87562,52495
87562,75838
87562,94959
87562,61687
87562,47480
87562,93305
87562,84313
87562,126232
87562,67746
87562,72811
87562,114424
87562,83539
87562,91269
87562,117093
87562,84116
87562,5914
87562,110681
48635,24496
115993,24496
55466,24496
7746,24496
89486,24496
23110,24496
34638,24496
116002,24496
12929,24496
57432,24496
76097,24496
9354,24496
68774,24496
107797,24496
124561,24496
27604,24496
93126,24496
55128,24496
3091,24496
122314,24496
31815,24496
43597,24496
68269,24496
20729,24496
18884,24496
114213,24496
110,24496
41051,24496
99035,24496
2370,24496
71207,24496
14763,24496
81393,24496
32531,24496
73305,24496
24496,59025
24496,90189
24496,45753
24496,28344
24496,16078
24496,119507
24496,106103
24496,18691
24496,9044
24496,57309
24496,22116
24496,19757
24496,121705
24496,120156
24496,31751
24496,32392
24496,57602
24496,77103
24496,125381
24496,103614
24496,71728
24496,38093
24496,34139
24496,32456
24496,6797
24496,67420
24496,100265
24496,117159
24496,70263
24496,40163
24496,51068
24496,92364
24496,4097
24496,125560
24496,92715
24496,64474
24496,67581
79488,47189
79488,34261
79488,35485
79488,117268
79488,109118
79488,125868
79488,98140
79488,115005
79488,63339
79488,109258
79488,118988
79488,58982
79488,99839
79488,58537
79488,8579
79488,70672
79488,58195
79488,61156
79488,77679
79488,60168
79488,36785
79488,12547
79488,79127
79488,6267
79488,66001
79488,47061
79488,15875
79488,12731
79488,116495
79488,126073
79488,82774
79488,114382
79488,9629
79488,118085
79488,19060
79488,7097
79488,72150
79488,11844
79488,53386
79488,24659
34791,90064
34791,83433
34791,98825
34791,113144
34791,77075
34791,23176
34791,104405
34791,26551
34791,21172
34791,61506
34791,46720
34791,10396
34791,41799
31716,29060
31716,61675
31716,59259
31716,35664
31716,6853
31716,74703
27091,124121
124121,29912
124121,117596
124121,21291
124121,120102
124121,9807
124121,63676
124121,38264
124121,87381
124121,81143
124121,49200
124121,120230
124121,66268
124121,49838
97998,37387
110125,37387
37057,37387
83037,37387
17749,37387
60457,37387
120839,37387
37387,61388
37387,89883
37387,90887
37387,57341
37387,12040
37387,83281
37387,13479
37387,115952
37387,111497
85008,46473
46473,23309
46473,92927
46473,114545
23067,53997
98698,53997
53997,1216
53997,110652
53997,1334
53997,114558
53997,37275
53997,66187
53997,64043
53997,81516
53997,82211
53997,73591
72951,73903
72951,73763
72951,79754
2194,5264
90186,5264
120060,5264
61906,5264
60662,5264
27474,5264
114372,5264
41442,5264
27885,5264
66102,5264
5264,122180
5264,56827
5264,40473
5264,93722
5264,84476
5264,94178
5264,102070
5264,50921
5264,88929
5264,22868
5264,57150
5264,61307
5264,52104
5264,73814
5264,3398
5264,117687
5264,1880
5264,31094
5264,73897
5264,112819
5264,96388
5264,103558
5264,69548
5264,17873
29975,100519
50039,100519
35718,100519
99062,100519
33187,100519
102784,100519
114076,100519
9010,100519
27580,100519
92077,100519
6923,100519
66045,100519
23466,100519
71492,100519
80411,100519
101718,100519
116701,100519
106837,100519
122193,100519
69568,100519
42563,100519
52687,100519
83653,100519
100519,120102
100519,99975
100519,23920
100519,115494
100519,23765
100519,12353
100519,6042
100519,103573
100519,28997
100519,35522
100519,79833
100519,121456
100519,47305
100519,106265
100519,41381
100519,112959
100519,23994
100519,112734
100519,58225
100519,124489
100519,79220
100519,71484
100519,118906
100519,12633
100519,48338
100519,114685
100519,13884
100519,105990
100519,106192
100519,104940
100519,50051
100519,30231
100519,41421
100519,87167
100519,1625
110459,71464
53230,71464
71464,41879
71464,95590
71464,51730
54313,42570
54313,53385
54313,41711
54313,36757
54313,108997
54313,69837
54313,70214
54313,20105
118822,60609
12635,60609
43908,45687
104377,45687
36582,45687
119334,45687
44619,45687
42681,45687
45687,26062
45687,69391
45687,62115
45687,111985
45687,104273
45687,109240
45687,127425
45687,277
45687,106028
45687,123768
12048,101969
3130,101969
101969,35115
101969,26859
101969,45810
101969,118039
101969,1392
101969,48931
101969,111919
101969,6126
101969,28921
101969,98602
106985,5339
28451,5339
52326,5339
126624,5339
82099,5339
54100,5339
41160,5339
13859,5339
42636,5339
5339,12188
5339,105725
5339,23972
46465,39066
40606,39066
101598,39066
8952,39066
97655,39066
2901,39066
126499,39066
97187,39066
119734,39066
71079,39066
3913,39066
109507,39066
39066,121971
39066,92177
39066,30096
39066,24011
39066,51306
39066,37964
39066,126910
39066,90238
39066,15140
39066,17739
39066,50738
39066,38238
35375,7572
7572,51020
7572,89644
7572,37326
7572,76611
7572,73421
7572,61588
7572,126776
7572,35425
7572,11614
7572,21015
7572,3439
7572,11938
7572,60969
7572,96261
7572,114732
7572,100230
7572,109270
7572,6442
7572,117742
7572,95821
7572,17450
54201,33574
118042,33574
54372,33574
113409,33574
68162,33574
46893,33574
33574,38146
33574,62967
33574,22963
40866,118310
40866,19643
40866,32805
40866,39305
40866,77129
40866,18636
40866,38994
40866,110472
40866,72795
40866,44909
101944,40998
35661,79562
35661,24848
35661,122494
35661,39469
35661,77000
35661,73740
35661,113806
35661,5785
35661,59494
35661,40840
35661,103726
35661,24837
88518,90648
127286,90648
108212,90648
93493,23516
93493,113873
93493,62722
93493,78841
93493,87359
93493,14449
93493,60740
93493,112780
93493,34459
93493,20346
93493,81232
93493,85744
93493,43013
93493,14750
93493,109433
93493,10871
93493,105557
93493,33198
93493,92405
93493,10939
93493,31315
93493,80304
93493,22160
93493,2797
93493,123005
93493,103881
93493,65258
95974,13165
13061,99099
81163,99099
82747,99099
96043,99099
73102,99099
49423,99099
54945,99099
90177,99099
43252,99099
31670,99099
75445,99099
99099,19569
99099,49463
99099,68968
99099,88565
99099,43468
99099,73329
99099,97277
99099,89002
99099,97563
99099,87392
99099,29076
40335,70401
19027,70401
92382,70401
8456,70401
32507,70401
2053,70401
105024,70401
65691,70401
12625,70401
95496,70401
42655,70401
93984,70401
116930,70401
24335,70401
93009,70401
27435,70401
104072,70401
58140,70401
21312,70401
105552,70401
95516,70401
99122,70401
26630,70401
31418,70401
106363,70401
70401,28943
70401,88585
70401,64331
70401,86999
70401,15889
70401,5162
70401,69462
70401,100725
70401,38847
70401,90391
70401,108451
70401,127046
70401,83417
70401,19492
70401,116846
70401,16340
70401,121531
70401,126028
70401,76718
70401,113052
70401,80620
92798,89218
65901,89218
33247,89218
104225,89218
89218,30378
89218,83358
89218,72018
89218,59908
89218,19424
89218,67059
89218,63804
89218,37183
89218,22783
89218,70214
89218,119494
89218,25299
89218,103118
89218,93010
89218,62432
89218,79746
89218,98205
89218,99029
89218,107008
89218,49792
89218,10978
89218,126173
125665,75969
65847,75969
116377,75969
116843,75969
83726,75969
102593,75969
29826,75969
74266,75969
97378,75969
4407,75969
16555,75969
51641,75969
33806,75969
3274,75969
6982,75969
91241,75969
84266,75969
108141,75969
75969,17862
75969,587
75969,8834
75969,26476
75969,84154
75969,111705
75969,99286
75969,37992
75969,41008
75969,48404
75969,36031
75969,112367
75969,7907
75969,74673
75969,57408
75969,64239
75969,91746
75969,113773
28910,24423
17697,24423
83669,24423
12334,24423
24423,119619
24423,40931
24423,6924
24423,47641
24423,4418
24423,106415
24423,114902
24423,53942
24423,23992
24423,28548
24423,120610
24423,96856
24423,86592
24423,35271
24423,52510
24423,67260
24423,15310
24423,91244
15590,98700
98700,93721
98700,41933
98700,66921
98700,84433
97858,32215
97858,25990
97858,81479
97858,98525
97858,93788
97858,23038
97858,89314
97858,32636
97858,114359
97858,14322
97858,123211
97858,122164
97858,122766
97858,86394
97858,64291
97858,100121
45888,7327
45888,36574
45888,2709
45888,113443
45888,40281
45888,80318
45888,81794
45888,66851
45888,40162
45888,60526
45888,61625
45888,83254
45888,116177
45888,84328
45888,88236
45888,22860
45888,61932
45888,56549
45888,104828
45888,109033
45888,42190
41508,6147
28652,6147
19184,6147
9551,6147
123447,6147
116642,6147
109830,6147
21075,6147
105695,6147
89217,6147
104704,6147
22605,6147
117337,6147
90752,6147
77087,6147
126599,6147
76900,6147
6147,106585
6147,63150
6147,119785
6147,70415
6147,65946
6147,82928
6147,52307
85069,32193
39740,32193
44689,32193
88493,32193
34889,32193
91942,32193
32193,107196
32193,14170
32193,38853
32193,121211
32193,114311
112627,125493
101329,125493
39825,125493
85587,125493
116590,125493
97011,125493
117676,125493
122033,125493
88263,125493
79680,125493
2718,125493
125493,70814
125493,36623
125493,10008
125493,98396
125493,57495
125493,99310
125493,50940
125493,91002
125493,124818
125493,77129
125493,33518
125493,44520
125493,23334
125493,119901
125493,10235
125493,48623
125493,98702
125493,124901
125493,36409
125493,62139
125493,32238
125493,108245
125493,10591
125493,21776
125493,53900
125493,55720
125493,54673
125493,77874
125493,46001
9290,33496
22174,33496
109616,33496
101432,33496
33496,96585
33496,61274
33496,61806
33496,124384
33496,69470
33496,38185
33496,105529
33496,30086
33496,121901
33496,124249
33496,82731
33496,82156
4754,38312
38312,11520
28195,79189
17638,79189
79189,64857
79189,127681
79189,86881
79189,74558
79189,112925
24975,60608
119260,60608
46837,60608
89499,60608
7714,60608
43593,60608
76001,60608
100632,60608
54793,60608
22234,60608
31069,60608
12214,60608
53992,60608
51657,60608
96056,60608
41286,60608
296,60608
19195,84955
34192,84955
3945,84955
81094,84955
53745,84955
8079,84955
117215,84955
64192,84955
51775,84955
16968,84955
87419,84955
41327,84955
60442,84955
81419,84955
27434,84955
48720,84955
60941,84955
114486,84955
42812,84955
88652,84955
11019,84955
78289,84955
84487,84955
84955,104786
84955,76456
84955,100604
84955,106243
84955,123055
84955,47748
84955,79905
84955,113806
84955,97951
84955,27525
84955,105184
84955,34840
84955,40566
84955,52588
84955,42955
84955,72934
84955,41322
84955,117050
84955,5893
84955,83712
84955,79953
84955,81577
66907,35964
21823,35964
123497,35964
52551,35964
68517,35964
45520,35964
34814,35964
44579,35964
12417,35964
93868,35964
3168,35964
125395,35964
35964,118889
35964,60031
35964,3460
35964,17544
35964,72906
35964,81117
35964,102338
35964,10925
35964,16873
35964,44720
35964,26401
35964,102876
35964,59197
35964,63510
35964,63607
35964,57871
35964,100352
35964,39347
115461,59
111677,59
33579,59
89542,59
101441,59
54731,59
102423,59
73618,59
54387,59
85302,59
19091,59
92449,59
98233,59
59,118875
59,20240
59,111003
59,38621
59,35947
59,41071
59,90681
59,126548
59,52037
59,102893
59,120784
59,57628
59,40119
59,103056
59,93525
59,24322
59,23801
59,14309
59,103229
59,51204
59,30720
59,125086
41027,39228
41027,91464
41027,21413
41027,36863
41027,26353
41027,28951
41027,77617
41027,38179
41027,104036
41027,20874
41027,14476
41027,73938
41027,13747
41027,19545
41027,94078
41027,106391
41027,38899
41027,77449
41027,103867
41027,79414
41027,34466
41027,4255
41027,14422
41027,29646
41027,500
41027,32293
41027,76544
70289,25190
49597,112942
42389,112942
10710,112942
14718,125182
60963,125182
110821,125182
125182,104942
103898,5548
25197,5548
69675,5548
127505,5548
123599,5548
12705,5548
49930,5548
126135,5548
47041,5548
101702,5548
24084,5548
69342,5548
19411,5548
54695,5548
88711,5548
21442,5548
52758,5548
6917,5548
123758,5548
90131,5548
125374,5548
43212,5548
69294,5548
74334,5548
35283,5548
88205,5548
6996,5548
54747,5548
5548,88246
5548,109475
5548,116383
5548,542
5548,70388
5548,266
5548,49130
5548,58230
5548,1347
5548,20126
5548,6208
5548,78671
5548,85261
5548,55362
5548,39035
5548,11716
5548,85328
5548,107386
5548,110336
5548,92704
5548,55427
5548,117844
5548,33362
5548,51043
5548,104595
5548,50407
5548,50738
115520,114039
115520,77779
115520,50542
115520,35784
115520,120992
115520,76862
115520,33414
115520,12664
115520,117042
115520,122110
115520,72494
115520,31958
115520,103601
115520,45465
115520,69737
115520,73394
115520,35503
69848,120461
69848,123653
69848,76447
69848,54160
69848,6842
69848,97564
69848,124117
69848,12536
69848,111584
69848,38585
69848,51116
69848,92704
69848,21533
69848,120528
69848,100027
69848,68049
69848,64443
69848,36191
69848,89913
69848,112183
69848,127568
69848,68031
69848,20646
69848,110107
69848,64827
69848,63541
69848,100389
69848,34514
69848,73718
69848,38106
69848,12547
69848,92234
69848,26039
69848,92535
69848,115417
69848,48817
69848,100445
69848,80953
69848,16517
78828,41677
92583,105262
83577,105262
101885,105262
87150,105262
16470,105262
39404,105262
106200,105262
58094,105262
31276,105262
29313,105262
96253,105262
87218,35025
43543,35025
65891,35025
35025,107911
35025,113740
35025,55512
35025,89876
35025,46733
35025,48906
35025,86332
35025,550
35025,79170
35025,58490
35025,36972
35025,76399
35025,102516
35025,93457
98088,56063
24439,40931
24439,3444
24439,54158
24439,100363
24439,125596
24439,94143
24439,122141
24439,55168
24439,13226
24439,123831
24439,53436
24439,14152
24439,53710
24439,62598
24439,63482
24439,82295
24439,3128
42617,42381
44843,42381
79567,42381
41604,42381
121322,42381
9096,42381
76039,42381
119665,42381
52074,42381
68793,42381
96306,42381
61458,42381
124341,42381
38744,42381
57149,42381
89310,42381
7213,42381
105456,42381
47536,42381
97932,42381
41409,42381
6326,42381
76797,42381
118117,42381
50139,42381
82676,42381
45218,42381
44715,42381
42381,26442
42381,74990
42381,34169
42381,105786
42381,89206
42381,67396
42381,92709
42381,40625
42381,45053
42381,23518
42381,110873
42381,39141
42381,70645
42381,123344
42381,1643
42381,30335
42381,8206
42381,118287
108658,5714
5714,67476
5714,55556
5714,14054
5714,28936
5714,110948
5714,117747
5714,33129
5714,31131
5714,36516
5714,17938
5714,25998
5714,31653
5714,5185
5714,25763
5714,25134
5714,112298
5714,18751
5714,63344
5714,46311
5714,124325
5714,12801
5714,37890
5714,70891
5714,81858
5714,46711
5714,21921
5714,39517
5714,56099
117008,119832
4030,119832
92191,119832
119832,66798
119832,126247
119832,126899
119832,61705
119832,121290
119832,111705
119832,105522
119832,99286
119832,77384
119832,123878
119832,5702
119832,37302
119832,66876
119832,96388
119832,89867
119832,8587
119832,69020
2918,80253
2918,57729
2918,83516
2918,65503
2918,112763
2918,70474
2918,34452
2918,28724
2918,51583
2918,13550
2918,82045
2918,27581
2918,59951
2918,99
2918,121314
88251,120729
55222,120729
99653,120729
123938,120729
52003,120729
98434,120729
76658,120729
84278,120729
26954,120729
120729,75461
120729,78055
120729,106686
120729,118371
120729,29777
120729,39403
120729,11742
120729,89520
120729,59220
120729,63196
120729,90266
120729,119986
120729,71910
120729,15785
120729,1075
120729,3016
120729,65829
120729,25815
120729,86699
120729,9922
120729,20973
120729,87986
120729,100935
120729,32969
67087,15095
56643,15095
49180,15095
104133,15095
105672,15095
41135,15095
37115,15095
569,15095
112750,15095
53980,15095
67723,15095
15095,73223
15095,113820
15095,5983
15095,92502
15095,98783
15095,49399
11309,89037
8226,89037
12419,89037
41443,89037
28074,89037
39494,89037
90641,89037
76210,89037
65247,89037
123908,89037
22309,89037
26612,89037
29031,89037
118596,89037
122511,89037
31076,89037
46033,89037
39210,89037
37029,89037
51327,89037
94811,89037
124890,89037
48501,89037
53907,89037
32852,89037
56336,89037
75651,89037
22845,89037
41536,89037
69661,89037
37082,89037
48105,89037
114338,89037
22709,89037
95546,89037
62930,89037
98262,89037
79589,89037
40507,89037
60405,89037
119127,89037
34827,89037
89037,4499
89037,98515
89037,2443
89037,10264
89037,7102
89037,23340
89037,123428
89037,116474
89037,59431
122593,113295
6781,113295
92917,113295
74706,113295
36239,113295
10298,113295
114939,113295
66095,113295
11052,113295
79055,113295
38442,113295
49405,113295
60556,113295
22262,113295
64378,113295
42172,113295
33651,113295
14980,113295
79048,113295
94191,113295
26695,113295
33996,113295
34749,113295
95748,113295
3373,113295
126512,113295
41663,113295
45321,113295
112366,113295
124330,113295
10760,113295
108372,113295
5747,113295
50335,113295
113295,124193
113295,76184
113295,48404
113295,53603
113295,53713
113295,56290
118329,75352
92159,75352
65847,75352
45791,75352
106706,75352
116105,75352
75352,66798
75352,85231
75352,99117
75352,116160
75352,4617
75352,111648
75352,14315
75352,42168
84909,80936
125016,80936
6974,80936
57067,80936
73091,80936
26830,80936
54739,80936
46998,80936
93706,80936
97033,80936
85185,80936
10090,80936
54518,80936
95880,80936
86213,80936
27834,80936
31304,80936
85564,80936
80936,108940
80936,122655
80936,7305
80936,115513
80936,118603
80936,102456
80936,93595
80936,78713
80936,60259
80936,50466
80936,127342
80936,84811
80936,117163
80936,51063
50320,6794
32257,6794
83065,6794
60009,6794
96324,6794
6794,100952
6794,17178
6794,21429
6794,109642
6794,72971
6794,126870
6794,124637
6794,116973
6794,65988
6794,6972
6794,2175
